customer_id,target_churn,target_ltv
C000410,0,1048646.0
C000412,0,1045734.0
C000413,0,1719323.0
C000414,1,109829.8
C000415,0,290655.0
C000416,0,362525.0
C000419,0,480436.0
C000421,0,672784.0
C000422,0,1186950.0
C000425,0,3621765.0
C000426,0,464476.0
C000427,0,1738925.0
C000428,0,2372214.0
C000433,0,340598.0
C000435,0,1476379.0
C000439,0,1460202.0
C000441,1,76758.45
C000443,1,272644.75
C000444,0,521429.0
C000446,0,1412522.0
C000449,0,1839354.0
C000450,0,855062.0
C000452,0,129228.0
C000454,0,1351347.0
C000456,0,2524694.0
C000460,0,3303894.0
C000462,1,49386.0
C000464,0,205490.0
C000465,0,1099989.0
C000466,0,2556627.0
C000469,0,621587.0
C000480,0,38599.0
C000481,0,450035.0
C000483,0,2032701.0
C000486,0,986236.0
C000487,0,5897387.0
C000491,0,9326004.0
C000493,0,2421399.0
C000494,0,453535.0
C000496,0,478632.0
C000497,0,1052808.0
C000498,0,4440014.0
C000499,0,1459855.0
C000501,0,2758159.0
C000504,1,37203.75
C000508,0,943454.0
C000510,0,681780.0
C000512,0,555580.0
C000514,0,201645.0
C000515,0,1280963.0
C000516,0,40454.0
C000518,0,1773040.0
C000519,0,364894.0
C000522,0,726856.0
C000524,0,1909842.0
C000527,0,143315.0
C000528,0,841853.0
C000529,0,2565898.0
C000531,0,1442175.0
C000532,0,1299056.0
C000534,0,86543.0
C000535,0,13115.0
C000536,0,337914.0
C000538,0,1150282.0
C000539,0,425755.0
C000541,0,2176799.0
C000542,1,62926.200000000004
C000545,0,674978.0
C000546,0,97343.0
C000547,0,103642.0
C000548,0,1944576.0
C000552,0,26430.0
C000553,0,436565.0
C000554,0,385797.0
C000555,0,177455.0
C000556,0,1617103.0
C000558,0,164280.0
C000559,0,11902.0
C000560,0,793700.0
C000561,1,36998.450000000004
C000566,1,179206.30000000002
C000567,0,679961.0
C000568,0,194854.0
C000569,0,1497093.0
C000570,0,1579184.0
C000571,0,206819.0
C000572,0,1704630.0
C000575,0,982761.0
C000577,0,1252836.0
C000578,0,75767.0
C000580,0,458420.0
C000581,0,1792322.0
C000584,0,348977.0
C000585,0,382975.0
C000588,0,1666553.0
C000589,0,1522.0
C000590,0,779295.0
C000592,0,1194924.0
C000593,0,119057.0
C000595,0,984510.0
C000596,0,1011630.0
C000597,1,11814.800000000001
C000598,0,1087129.0
C000600,1,5284.650000000001
C000601,0,1327567.0
C000603,0,1159681.0
C000604,0,250926.0
C000606,0,2444424.0
C000607,0,136740.0
C000608,0,27072.0
C000609,0,478114.0
C000610,0,521247.0
C000611,0,346724.0
C000614,0,5199661.0
C000616,0,3160691.0
C000618,0,820789.0
C000620,0,258236.0
C000621,0,2375436.0
C000622,0,2342679.0
C000623,0,51063.0
C000624,0,71880.0
C000627,0,469830.0
C000632,0,1373081.0
C000634,0,912622.0
C000635,0,1759076.0
C000636,0,1405618.0
C000637,0,835422.0
C000638,0,4678471.0
C000639,0,560139.0
C000640,0,189970.0
C000641,0,3438616.0
C000642,0,1254107.0
C000645,0,1463855.0
C000646,0,99134.0
C000649,0,1196460.0
C000650,1,7583.75
C000651,0,2517434.0
C000655,0,1732815.0
C000657,0,315989.0
C000658,0,192380.0
C000659,1,13860.35
C000660,0,586.0
C000661,0,2407681.0
C000662,0,2574302.0
C000664,1,52534.9
C000666,0,806152.0
C000667,0,1963805.0
C000668,0,1156489.0
C000669,0,741844.0
C000671,0,370792.0
C000672,0,36914.0
C000679,0,72123.0
C000683,0,347911.0
C000684,0,1316756.0
C000685,0,1039001.0
C000687,0,285819.0
C000688,0,1053191.0
C000692,0,1258258.0
C000693,0,961312.0
C000694,0,764422.0
C000695,0,1685435.0
C000700,1,76669.8
C000705,0,898381.0
C000706,0,294527.0
C000707,1,14556.25
C000708,0,95236.0
C000710,0,230665.0
C000711,0,1601497.0
C000712,0,412477.0
C000715,0,1841612.0
C000716,0,243567.0
C000718,0,3042685.0
C000720,0,243573.0
C000722,0,242702.0
C000723,1,64359.0
C000724,1,263.5
C000726,0,721968.0
C000727,0,675957.0
C000728,0,743477.0
C000729,0,209322.0
C000732,0,3638614.0
C000733,1,177342.35
C000734,0,1154163.0
C000735,0,2537038.0
C000736,0,1204485.0
C000737,0,198047.0
C000738,0,1748317.0
C000739,0,292253.0
C000740,0,1510149.0
C000741,0,136766.0
C000742,0,1388768.0
C000743,0,564466.0
C000744,0,2065954.0
C000745,0,4330422.0
C000746,0,3028367.0
C000747,0,206033.0
C000748,0,491092.0
C000749,0,2265710.0
C000751,0,202051.0
C000752,0,3041292.0
C000754,0,1817836.0
C000756,0,1339340.0
C000758,0,476509.0
C000761,0,1299736.0
C000762,0,155209.0
C000764,0,2585363.0
C000765,0,299730.0
C000766,0,2957098.0
C000768,1,37232.15
C000769,0,458047.0
C000770,0,1558584.0
C000771,0,1072728.0
C000775,0,213974.0
C000777,0,3474000.0
C000779,0,91866.0
C000782,0,2222350.0
C000784,0,140342.0
C000786,0,75310.0
C000787,0,2485976.0
C000788,0,859523.0
C000790,0,1270412.0
C000792,0,1069154.0
C000793,0,6439.0
C000795,1,7408.35
C000797,0,621722.0
C000798,0,239371.0
C000799,0,2717755.0
C000800,0,298916.0
C000802,0,2107540.0
C000806,0,78494.0
C000807,0,1036107.0
C000811,0,44102.0
C000814,0,638840.0
C000815,0,128875.0
C000816,0,1544609.0
C000817,0,293296.0
C000818,0,5222986.0
C000819,0,1771051.0
C000820,0,1204814.0
C000824,0,1282629.0
C000825,1,126156.85
C000826,0,2389618.0
C000827,0,928951.0
C000828,0,352887.0
C000831,0,75135.0
C000833,0,3039666.0
C000835,0,149200.0
C000836,0,831256.0
C000838,0,177044.0
C000841,0,1059062.0
C000842,0,749007.0
C000844,1,98698.85
C000845,0,1670153.0
C000846,0,1428966.0
C000847,0,380873.0
C000848,0,644967.0
C000851,0,956627.0
C000854,0,552365.0
C000855,0,977625.0
C000856,1,349.20000000000005
C000858,0,2230670.0
C000859,0,1231151.0
C000860,1,75411.85
C000861,0,184068.0
C000862,0,1194330.0
C000864,0,230904.0
C000865,1,88164.85
C000866,1,18168.15
C000869,1,30603.600000000002
C000870,0,399694.0
C000873,0,447385.0
C000878,0,3978660.0
C000880,0,1247274.0
C000882,0,3517183.0
C000883,0,4688041.0
C000888,1,35728.200000000004
C000889,0,10840.0
C000890,0,138178.0
C000892,0,1936031.0
C000893,0,170710.0
C000894,0,247863.0
C000895,0,1484400.0
C000896,0,477498.0
C000900,0,2964186.0
C000901,0,746852.0
C000902,0,161218.0
C000904,0,1358269.0
C000908,0,1149424.0
C000909,0,481427.0
C000910,0,1504049.0
C000911,0,743980.0
C000913,0,702743.0
C000914,0,480351.0
C000916,0,1835276.0
C000917,0,833285.0
C000918,0,2571993.0
C000919,0,337841.0
C000920,1,45359.55
C000923,0,923967.0
C000925,0,2657058.0
C000926,0,920646.0
C000928,0,543191.0
C000930,0,638070.0
C000933,0,1803900.0
C000936,0,930537.0
C000938,0,576032.0
C000940,1,38999.15
C000942,0,6528309.0
C000943,0,5709795.0
C000945,0,1203207.0
C000947,0,4572965.0
C000948,1,43429.0
C000951,0,1131159.0
C000953,0,142465.0
C000957,0,1533607.0
C000959,0,847800.0
C000960,0,3114091.0
C000962,0,3084023.0
C000969,0,927490.0
C000970,0,161993.0
C000973,0,696008.0
C000974,0,663849.0
C000975,1,38365.35
C000976,1,19063.65
C000978,0,406901.0
C000979,0,381930.0
C000982,0,60253.0
C000983,0,1575952.0
C000984,0,436987.0
C000985,0,2562452.0
C000988,0,688623.0
C000991,0,1609812.0
C000992,0,143898.0
C000993,0,506128.0
C000994,0,551617.0
C000998,0,651495.0
C000999,0,2297858.0
C001000,0,873860.0
C001005,0,1521094.0
C001007,0,18226.0
C001008,0,1513370.0
C001009,0,3183678.0
C001010,0,118090.0
C001011,0,186522.0
C001012,0,2898775.0
C001013,0,1183780.0
C001015,0,779926.0
C001016,0,2712753.0
C001017,0,1996840.0
C001018,0,367496.0
C001020,0,1813835.0
C001024,0,1484755.0
C001027,0,2767713.0
C001028,0,747732.0
C001037,0,1006885.0
C001038,0,3869721.0
C001043,0,1297711.0
C001045,0,1047530.0
C001047,0,2390571.0
C001048,0,786460.0
C001050,0,1360038.0
C001052,1,13697.6
C001053,0,2802293.0
C001056,0,2028074.0
C001057,0,6946821.0
C001059,0,447552.0
C001063,0,196616.0
C001064,0,145816.0
C001067,0,1943424.0
C001068,0,1204316.0
C001069,0,1542952.0
C001070,0,649321.0
C001072,0,490860.0
C001074,0,2465306.0
C001075,0,941784.0
C001076,0,2945882.0
C001077,1,20722.9
C001080,1,40498.850000000006
C001081,0,992994.0
C001083,0,784313.0
C001084,0,395388.0
C001085,0,763734.0
C001086,0,1422063.0
C001087,0,1471992.0
C001090,0,932757.0
C001093,0,1461219.0
C001094,0,1508395.0
C001095,0,9248.0
C001096,0,1010721.0
C001097,0,5889371.0
C001101,0,3033182.0
C001102,0,381975.0
C001103,0,927364.0
C001104,0,596810.0
C001105,0,3168659.0
C001106,0,546912.0
C001107,0,527858.0
C001108,0,1008285.0
C001110,0,726023.0
C001111,0,636491.0
C001112,0,81277.0
C001113,0,109603.0
C001114,0,285312.0
C001115,0,3014470.0
C001116,1,16020.95
C001118,1,80610.20000000001
C001120,0,43356.0
C001121,0,689862.0
C001125,0,949774.0
C001126,0,3511850.0
C001128,1,98345.1
C001129,0,1432346.0
C001130,0,325798.0
C001131,1,7982.35
C001133,0,1596526.0
C001134,0,705540.0
C001135,1,79382.35
C001136,0,989417.0
C001137,0,2409930.0
C001139,0,466062.0
C001141,1,557.5
C001143,0,90810.0
C001144,0,1124023.0
C001145,1,22744.7
C001146,0,1121296.0
C001148,0,801559.0
C001149,0,65815.0
C001150,0,3412780.0
C001151,0,930778.0
C001152,0,1968873.0
C001154,0,1542057.0
C001157,0,1005087.0
C001158,0,560154.0
C001159,0,1781608.0
C001160,0,6681580.0
C001161,0,1254994.0
C001162,0,1191379.0
C001164,0,2142985.0
C001169,0,851393.0
C001171,0,2018856.0
C001173,0,2339468.0
C001178,0,129018.0
C001179,0,921483.0
C001180,0,1488067.0
C001184,0,2015380.0
C001185,0,973648.0
C001187,0,3123586.0
C001189,0,3342928.0
C001192,0,199093.0
C001195,0,285753.0
C001196,0,916762.0
C001199,0,45932.0
C001201,0,327692.0
C001202,0,386770.0
C001205,0,110288.0
C001207,0,475135.0
C001208,0,232024.0
C001209,0,354951.0
C001210,1,32688.100000000002
C001211,0,1651196.0
C001212,0,6046461.0
C001213,0,1572931.0
C001215,0,155542.0
C001216,0,152448.0
C001219,0,1191139.0
C001223,0,712739.0
C001224,0,384581.0
C001226,0,968009.0
C001230,0,1535336.0
C001232,0,767003.0
C001233,0,1307293.0
C001234,0,411698.0
C001235,0,1025086.0
C001237,0,2080242.0
C001238,0,634946.0
C001239,0,228800.0
C001240,0,1556244.0
C001241,0,335170.0
C001243,1,78631.55
C001244,0,123969.0
C001245,0,64813.0
C001246,0,5320585.0
C001250,0,4142131.0
C001251,0,4333547.0
C001252,0,210560.0
C001253,0,319978.0
C001255,0,173091.0
C001259,0,2527940.0
C001260,0,479817.0
C001264,0,896934.0
C001265,0,670788.0
C001266,0,1626652.0
C001268,0,3920434.0
C001269,0,20317.0
C001270,0,223680.0
C001272,0,1802681.0
C001274,1,38104.0
C001275,0,4272117.0
C001276,0,194738.0
C001280,0,999575.0
C001281,1,24819.9
C001282,0,1198527.0
C001283,0,2506787.0
C001284,0,1475657.0
C001285,0,226630.0
C001287,0,506200.0
C001288,0,266568.0
C001294,0,633602.0
C001295,0,1634504.0
C001300,1,11888.5
C001301,0,1428570.0
C001302,0,17405.0
C001303,0,1563478.0
C001304,0,178507.0
C001305,0,6577398.0
C001307,0,1336026.0
C001308,0,83835.0
C001309,0,2845489.0
C001311,0,1102636.0
C001313,0,950168.0
C001314,0,2720532.0
C001315,0,365585.0
C001317,0,25924.0
C001320,1,119928.70000000001
C001321,0,2774407.0
C001322,0,425323.0
C001325,0,1061146.0
C001330,0,509080.0
C001332,0,2415890.0
C001334,0,1263104.0
C001336,0,170901.0
C001337,0,1100911.0
C001338,0,1099199.0
C001339,1,22650.75
C001340,0,513748.0
C001341,0,1887932.0
C001342,0,2364173.0
C001343,0,148389.0
C001345,0,9309.0
C001346,0,4675969.0
C001347,0,1492527.0
C001351,0,1750934.0
C001352,0,754359.0
C001353,0,143492.0
C001354,0,205288.0
C001355,0,1843701.0
C001356,0,2406323.0
C001358,0,312313.0
C001359,1,118392.70000000001
C001360,0,997440.0
C001361,0,2236789.0
C001364,1,11131.95
C001366,0,365660.0
C001368,0,2059594.0
C001370,0,4402842.0
C001374,0,1142743.0
C001375,0,245717.0
C001376,0,599214.0
C001377,0,2086997.0
C001378,0,677173.0
C001379,0,1411036.0
C001380,0,200736.0
C001382,0,2906850.0
C001383,0,564924.0
C001384,0,3097339.0
C001392,0,3872657.0
C001394,0,566590.0
C001396,0,700890.0
C001397,0,151281.0
C001399,0,394902.0
C001402,0,1165026.0
C001404,0,1360470.0
C001406,0,3699127.0
C001408,0,2652974.0
C001409,0,991245.0
C001412,0,385894.0
C001413,0,844844.0
C001416,0,74765.0
C001417,0,3042012.0
C001418,0,417938.0
C001421,0,981433.0
C001422,0,630823.0
C001424,0,518757.0
C001426,0,191916.0
C001427,0,1015233.0
C001430,0,52424.0
C001432,1,2405.05
C001433,0,948880.0
C001435,0,743713.0
C001436,0,1762049.0
C001437,0,1387216.0
C001440,0,999491.0
C001441,0,7919686.0
C001445,0,979079.0
C001447,0,985125.0
C001451,0,1347190.0
C001452,0,32119.0
C001455,0,5828074.0
C001456,0,1051662.0
C001460,0,645006.0
C001461,0,2321922.0
C001462,0,670308.0
C001463,0,594222.0
C001467,0,3972144.0
C001468,0,1296200.0
C001469,0,126306.0
C001472,0,209380.0
C001474,0,850435.0
C001475,0,772209.0
C001476,1,29315.15
C001477,0,2086708.0
C001480,0,2328249.0
C001482,0,1311391.0
C001483,0,59090.0
C001485,0,334812.0
C001488,0,4930489.0
C001489,0,257873.0
C001490,0,22222.0
C001491,0,14568251.0
C001493,0,1026658.0
C001494,0,1096851.0
C001495,0,515041.0
C001496,0,839447.0
C001497,0,136556.0
C001498,0,1879243.0
C001499,0,737933.0
C001501,1,11245.1
C001502,0,894915.0
C001503,0,2171626.0
C001504,0,703404.0
C001505,0,881748.0
C001506,0,882969.0
C001507,0,424336.0
C001509,1,97088.6
C001510,0,3875240.0
C001511,1,7458.25
C001512,1,64017.65
C001515,0,1003584.0
C001516,0,395371.0
C001517,0,1747503.0
C001522,0,1218974.0
C001525,0,4258259.0
C001526,1,39494.600000000006
C001527,0,909071.0
C001528,0,106264.0
C001529,0,1060782.0
C001531,0,784933.0
C001532,0,1926016.0
C001533,0,2427474.0
C001534,0,774792.0
C001536,0,360839.0
C001538,0,4206961.0
C001539,0,63334.0
C001540,0,1050696.0
C001542,0,2924962.0
C001543,1,322335.15
C001545,0,312659.0
C001546,0,3472611.0
C001548,0,264515.0
C001549,0,3809234.0
C001552,0,618384.0
C001553,0,1742882.0
C001554,0,1401406.0
C001555,1,79689.70000000001
C001556,0,1609808.0
C001559,0,741725.0
C001560,0,3287483.0
C001561,0,866415.0
C001562,0,281353.0
C001563,0,1666075.0
C001564,1,55017.3
C001565,0,2248235.0
C001566,0,1925003.0
C001568,0,304111.0
C001570,0,827317.0
C001572,0,538566.0
C001574,0,1123750.0
C001578,0,471424.0
C001581,0,1553651.0
C001583,0,1684786.0
C001586,0,1604103.0
C001588,0,10293817.0
C001590,0,1217783.0
C001592,0,2012193.0
C001594,0,410140.0
C001595,1,175931.1
C001596,0,2610109.0
C001597,0,458919.0
C001598,0,507309.0
C001601,0,1776026.0
C001602,0,981321.0
C001605,1,72247.05
C001606,1,141273.65
C001608,0,1336010.0
C001610,0,2475422.0
C001611,0,1093413.0
C001612,0,2551656.0
C001614,0,2700659.0
C001615,1,47675.9
C001616,0,391340.0
C001617,0,1056445.0
C001618,1,76349.85
C001620,0,3220063.0
C001621,0,351788.0
C001623,0,4349912.0
C001625,0,1813038.0
C001626,0,2262901.0
C001627,0,4668410.0
C001628,0,3263842.0
C001629,0,1490836.0
C001630,1,167850.25
C001631,0,2452150.0
C001632,0,536252.0
C001635,0,1584273.0
C001636,0,227896.0
C001637,1,59443.25
C001638,0,2863549.0
C001643,0,176529.0
C001644,0,1559775.0
C001646,0,1567216.0
C001647,0,73846.0
C001649,0,858870.0
C001650,0,4140214.0
C001651,0,1425832.0
C001652,0,232753.0
C001653,0,798903.0
C001657,0,1395191.0
C001658,0,637478.0
C001659,0,541954.0
C001660,0,1826633.0
C001661,0,766406.0
C001662,0,4005700.0
C001663,0,2854732.0
C001664,0,1752635.0
C001666,0,187500.0
C001667,0,89401.0
C001668,0,3627172.0
C001670,0,2269715.0
C001673,0,2490462.0
C001674,0,5700461.0
C001675,0,417813.0
C001677,0,1011286.0
C001678,0,1439799.0
C001681,1,69346.0
C001687,0,983696.0
C001688,0,112169.0
C001689,0,1127664.0
C001691,0,302514.0
C001692,0,2606553.0
C001694,0,10075.0
C001695,1,59491.450000000004
C001696,0,699916.0
C001699,0,179643.0
C001700,0,688667.0
C001701,0,3585780.0
C001702,0,267438.0
C001703,0,6024026.0
C001704,0,32461.0
C001705,1,53861.15
C001706,0,96790.0
C001707,0,858231.0
C001708,0,788141.0
C001709,0,1305106.0
C001710,0,1667583.0
C001712,1,11308.35
C001713,0,4092065.0
C001714,0,659025.0
C001717,0,664090.0
C001720,0,2696598.0
C001721,0,940031.0
C001723,0,200833.0
C001724,1,106674.95000000001
C001725,0,1095630.0
C001726,0,1569614.0
C001730,0,892134.0
C001731,0,2231282.0
C001733,0,2600794.0
C001734,0,438076.0
C001736,1,160815.15000000002
C001738,0,259126.0
C001741,0,1584766.0
C001744,0,1328729.0
C001746,0,152234.0
C001747,0,418503.0
C001751,0,3547043.0
C001753,0,3941447.0
C001754,0,15973.0
C001755,0,3330550.0
C001756,0,3060077.0
C001757,0,4799620.0
C001758,0,171473.0
C001759,0,184270.0
C001760,0,2994941.0
C001763,1,89432.55
C001766,0,889770.0
C001767,0,112273.0
C001768,0,1989198.0
C001770,1,80904.25
C001771,0,3585257.0
C001772,0,1959367.0
C001773,0,1523221.0
C001775,0,271599.0
C001776,0,1191172.0
C001777,0,1636364.0
C001778,0,286366.0
C001779,0,1421758.0
C001780,0,1631081.0
C001781,0,285649.0
C001782,0,441073.0
C001783,0,23168.0
C001784,0,2598207.0
C001786,0,1079934.0
C001790,0,1956019.0
C001791,1,135737.05000000002
C001795,0,535702.0
C001797,0,525552.0
C001798,0,4020158.0
C001800,0,2258664.0
C001801,0,33802.0
C001803,0,3700948.0
C001804,0,9513830.0
C001805,0,295283.0
C001807,0,603522.0
C001809,0,994034.0
C001810,0,9235415.0
C001814,0,143801.0
C001815,0,1351330.0
C001817,0,1792975.0
C001820,0,1035285.0
C001821,0,153070.0
C001822,0,689565.0
C001823,0,3061863.0
C001824,0,1111616.0
C001826,0,6150934.0
C001828,0,91830.0
C001829,0,413448.0
C001832,0,364379.0
C001833,0,545678.0
C001834,0,898517.0
C001836,0,1225013.0
C001838,0,1141595.0
C001839,0,164709.0
C001840,0,604215.0
C001841,0,10593.0
C001844,0,518094.0
C001845,0,135377.0
C001846,1,146716.5
C001848,0,1070658.0
C001850,0,7584488.0
C001851,0,3473124.0
C001855,0,870350.0
C001856,0,573282.0
C001862,0,1445401.0
C001864,0,39459.0
C001866,0,80891.0
C001868,0,203771.0
C001869,1,198947.45
C001870,0,193367.0
C001872,0,485187.0
C001873,0,557982.0
C001874,0,466819.0
C001876,0,108543.0
C001878,0,1922467.0
C001882,0,4734558.0
C001883,0,335023.0
C001884,0,1048375.0
C001885,0,298428.0
C001886,0,792460.0
C001888,0,113936.0
C001891,0,180834.0
C001892,0,2939226.0
C001893,0,2191073.0
C001894,0,3880988.0
C001895,0,5691840.0
C001896,0,2626992.0
C001897,0,2305484.0
C001899,0,34584.0
C001900,0,857716.0
C001903,0,1778281.0
C001904,1,42554.0
C001905,0,105373.0
C001906,0,1734026.0
C001907,0,441941.0
C001908,0,1190417.0
C001909,0,2666956.0
C001910,0,811233.0
C001913,0,1081957.0
C001914,0,300280.0
C001915,0,6335737.0
C001916,0,382657.0
C001918,1,17273.0
C001920,0,3096039.0
C001921,0,509389.0
C001922,0,2125283.0
C001923,0,520186.0
C001925,0,2320026.0
C001926,1,6893.3
C001928,0,2064432.0
C001930,0,799297.0
C001931,0,571697.0
C001933,0,264987.0
C001934,0,93214.0
C001936,0,2255898.0
C001937,0,2938654.0
C001938,1,8621.4
C001940,0,412263.0
C001943,0,582032.0
C001944,0,1975754.0
C001947,0,896106.0
C001948,0,3270462.0
C001950,0,1599934.0
C001951,1,10993.35
C001952,0,1229228.0
C001953,0,1834736.0
C001954,0,307161.0
C001955,0,1633905.0
C001956,0,2138726.0
C001958,0,2615407.0
C001960,0,35004.0
C001962,0,1492750.0
C001963,0,142283.0
C001964,0,1677199.0
C001969,0,854220.0
C001970,0,512974.0
C001972,0,55998.0
C001974,0,580329.0
C001975,0,4967773.0
C001977,0,1242959.0
C001978,0,703966.0
C001980,0,2501026.0
C001981,0,373426.0
C001982,0,3414483.0
C001983,0,823028.0
C001985,0,21082.0
C001987,0,1861838.0
C001988,1,47819.600000000006
C001989,0,333692.0
C001990,0,1225409.0
C001993,0,1554123.0
C001996,0,785201.0
C001997,0,2206332.0
C001999,1,18060.95
C002000,0,2783820.0
C002001,0,2577144.0
C002003,0,809415.0
C002004,0,856971.0
C002005,0,504346.0
C002006,1,14506.1
C002007,0,1548323.0
C002012,0,931668.0
C002013,0,165594.0
C002014,1,79401.85
C002015,0,1701419.0
C002016,0,496121.0
