customer_id,credit_score,num_active_cards,total_deposit_balance,total_loan_balance,card_cash_service_amt,card_loan_amt,fin_overdue_days,fin_asset_trend_score
C000218,638,4,1005873,1727761,0,0,0,-0.5133838515768572
C000219,592,1,253337,0,0,0,1,-0.07085749594913038
C000221,682,2,5167804,6863064,48352,0,2,0.5519564496385645
C000224,743,5,11942348,0,0,398822,0,0.7485382397148895
C000228,761,5,1213131,1568574,0,0,0,1.1564018559568228
C000229,583,2,1154797,144898532,0,0,0,-1.1991929335360023
C000230,777,3,33746641,1650052,0,0,1,0.8331150817237692
C000231,583,2,7246022,0,87397,0,1,0.15473122742638404
C000232,720,5,26803488,11658926,0,0,0,0.11267196032138521
C000233,656,3,57535435,2911499,0,0,0,-0.715128686883057
C000234,688,6,2719937,0,0,0,1,-1.1680675250229315
C000235,820,2,9858915,0,0,0,0,-1.1303367799525275
C000236,660,3,783422,0,0,0,0,0.40292975390630104
C000237,950,1,17050848,0,0,0,0,-1.0805031308924014
C000239,724,5,9581666,0,0,0,1,0.07383583468267782
C000241,737,6,1570176,0,0,0,0,0.3077274296927278
C000242,760,4,27195321,0,0,3536844,2,0.4828752718352277
C000244,699,6,2818590,0,0,0,0,-0.8888031679772243
C000245,768,5,16934294,31886875,0,0,1,-0.5746685126512442
C000247,673,4,80593519,0,0,0,0,-0.46939161099190885
C000248,615,1,11711497,13349157,0,0,0,1.6092732468314062
C000250,835,4,583023,0,0,0,0,-0.8880338069367129
C000253,743,6,219767661,44980477,0,0,1,-2.179522308320769
C000255,880,3,8559372,5608723,0,0,0,-0.3779435067332748
C000256,652,1,487579,2158174,0,0,0,-1.3254266943092217
C000258,712,4,6254172,0,0,0,1,-0.30451818908359196
C000259,884,5,418970,0,0,0,0,-0.4579050220530454
C000260,709,5,384102,0,0,894443,1,0.6798185114273528
C000261,777,6,613223,0,6796,0,0,-0.7213310030716314
C000263,859,5,32382131,4546572,0,0,0,0.4841116839195949
C000264,628,1,72240208,325245,0,0,0,1.0922604091568682
C000270,723,4,928156,463283,0,0,1,-1.5190506656135212
C000273,759,6,1766278,6481907,0,0,0,0.1700371089324609
C000276,708,4,4270490,56013598,0,0,0,0.11691881192846046
C000277,791,4,1537296,167316571,0,0,1,-1.1417964983250648
C000280,839,3,4104511,0,0,717175,0,-0.7570111667499979
C000282,868,2,1818848,0,0,0,1,1.3831848256448043
C000283,686,4,135082,6098249,82762,0,1,1.1236164471468728
C000285,801,4,63333824,267363425,0,0,0,0.8781612658533823
C000287,785,3,1014422688,8723466,0,0,0,-0.3127324004113968
C000288,515,1,88972207,545520,0,0,0,-0.3389740422710409
C000290,817,6,10475400,0,0,0,1,0.3504127381898108
C000291,530,5,2969936,2737636,0,0,0,1.0666033439148748
C000293,849,3,2731202,35024754,0,0,1,-0.10455112084416729
C000294,590,6,1189993,20642143,0,0,1,-2.1062933228386425
C000295,686,4,561129,5663932,0,0,0,1.0499454614448143
C000297,868,5,9080283,6799077,0,0,0,0.7144695874096397
C000299,639,6,7614404,0,0,0,2,-1.0786045993600937
C000300,755,3,35855,0,0,0,1,-0.35763178379517724
C000302,730,4,7337916,6398410,0,0,0,0.7215053400957919
C000303,800,5,8545560,0,0,0,0,1.56768105294839
C000304,758,2,19714747,0,179781,0,0,-0.7482131764520503
C000307,732,1,1418170,14806437,0,0,0,-0.8384186726053132
C000308,641,1,536392,2694034,0,1363716,0,1.5570425255440685
C000309,869,2,55205116,7796264,0,0,0,-0.27972965441861697
C000311,827,1,549359,4965792,0,28643,0,-0.33112919985505057
C000312,857,1,75131703,0,0,0,0,0.2109328439507456
C000316,764,1,2057334,0,0,0,1,-0.14233347497650334
C000317,770,2,25740824,0,0,0,1,-1.3288115643107015
C000318,777,2,2269022,2925818,0,8163,2,-2.3301311069858497
C000319,877,1,23035025,0,0,0,0,-0.4971593109319957
C000320,688,1,1207174,16383115,50248,0,3,1.131960170190971
C000321,743,5,9118357,0,0,0,0,-1.6194953879821086
C000323,678,5,4315230,0,0,0,1,-1.741386974509148
C000325,841,1,872116,1100976,0,0,0,1.5693573218692431
C000328,567,6,8556033,3762213,0,0,0,0.8447809618638488
C000330,716,5,29871496,0,0,0,1,1.1671734308331227
C000332,844,5,56924659,0,0,0,0,-1.4229612344152618
C000333,936,6,1308848,0,0,806556,0,1.0050530303696834
C000335,444,6,1078183,0,0,0,0,0.9812938846209357
C000337,512,5,6896518,24352061,0,420062,0,-1.0800821450539853
C000338,683,4,1494767,13219885,0,151487,1,1.551982029254523
C000339,741,6,3518179,0,0,0,0,0.4809092367046559
C000340,618,6,9996369,1109250,0,0,1,-0.6333601336298793
C000341,770,4,2993788,0,0,0,0,-1.4868408018983859
C000344,724,3,2550084,0,0,1435261,1,-0.5990154205117834
C000347,1000,3,1941525,8349459,0,0,0,-0.3151276368961593
C000349,703,3,11823272,0,0,0,0,0.06872736779028218
C000350,770,2,43644890,15462755,25221,0,0,1.956241412138482
C000351,800,6,1332080,0,0,0,0,0.37089687577696306
C000353,663,5,2395397,0,0,481927,0,0.3543279224676943
C000358,835,6,1369052,0,0,0,2,0.75124202684287
C000359,587,1,944386,0,46107,0,0,-0.8465980061342243
C000361,837,2,78854654,0,0,369665,0,-0.03530996107051157
C000362,689,4,20467208,5437841,0,0,0,0.13141846505692698
C000364,749,1,12021181,0,143102,0,1,0.27856974396599987
C000365,773,5,322236,0,0,0,1,-0.17654034479788613
C000367,867,4,8286599,147358,0,0,0,0.07426023304751353
C000368,570,1,23609023,7138632,0,30661,0,1.2843879551807655
C000369,817,1,6621467,755899,62891,0,1,0.07096334361043982
C000371,700,1,18206984,8569898,0,0,0,-0.13945604015204888
C000372,675,2,167797962,5973007,0,345262,0,0.2472904689985909
C000373,468,1,4211263,28456230,0,0,1,-1.3613042296425166
C000376,932,1,322005,0,0,0,0,-0.611872076084708
C000377,762,6,5155425,0,0,0,0,1.1620643713813892
C000378,849,6,164103377,0,0,0,0,1.5477032484405235
C000382,853,2,5985817,36560188,0,0,0,0.9859318029509897
C000383,816,3,11483168,0,0,0,0,0.76814123920017
C000385,647,4,277885,0,0,0,2,-1.3982900668630194
C000386,677,6,64301,12563862,0,0,0,1.4607549934988668
C000387,706,6,225577,5490342,0,0,0,-1.8333757309421483
C000388,692,1,1012939,7306911,0,0,0,1.134916741943859
C000389,770,5,8922954,0,383171,0,0,-0.32363748077105503
C000390,924,2,8341050,0,0,46828,1,0.31553790377161883
C000391,746,6,1046259,10866621,0,0,0,0.9594007640103338
C000392,717,5,81420058,0,0,0,0,0.6641165030612928
C000393,762,2,116482051,1478961,12577,0,0,-0.9097505837467214
C000394,875,3,4748835,4414089,0,0,1,-0.24908004609456208
C000395,960,2,20520775,0,0,0,2,1.2564436912873798
C000396,802,6,17261774,0,0,0,0,0.23227499579767316
C000397,844,6,733737,0,0,939226,0,-0.055552081335481736
C000398,799,3,487678,20864729,290856,465031,0,-0.5752025393706448
C000404,636,5,1491508,1347469,0,0,0,-1.0771921739530426
C000405,942,6,232480878,0,0,0,2,1.0888413459873114
C000406,585,4,4445650,8056592,0,30171,0,0.5232691984567778
C000409,765,5,3929714,0,41754,0,0,-0.4186030275649679
C000410,672,5,35387869,863393,0,0,1,1.3552287225986541
C000412,925,2,262690,87736120,0,0,1,-0.525492926314476
C000413,692,3,2186572,23658310,0,0,1,-1.7037874806916296
C000414,712,5,464759,0,0,1731333,0,-0.5945483987497648
C000415,702,5,40884258,5728948,0,0,1,-0.5629261701908513
C000416,747,2,57211555,0,0,0,0,-0.3162285033332931
C000419,591,3,258296,18978763,0,0,0,2.021859871316427
C000421,752,5,2054946,0,0,0,0,1.2895952172465226
C000422,534,6,1067797,0,0,12481,0,-1.6782102435105903
C000425,723,3,43327541,0,310680,0,0,-0.09215737731303815
C000426,817,2,94453494,0,0,0,0,-0.5680868128503995
C000427,785,4,4337675,0,0,0,2,-1.0583774400332309
C000428,760,6,180647825,5713312,161084,0,0,0.452682661125718
C000433,919,4,53372,0,0,0,0,-2.1745666993526274
C000435,687,5,17912876,7813967,0,199034,0,-1.6277043002007063
C000439,581,2,190107,0,0,0,1,-1.1885775738634035
C000441,746,6,4945449,48639551,40450,0,0,0.5149358165168592
C000443,695,5,1873418,5884746,0,0,2,-2.9241745752848023
C000444,832,2,2143144,2103810,0,0,0,0.9209936678301515
C000446,736,1,93476,879291,0,0,0,0.48785297082617796
C000449,600,1,71018,0,0,0,0,-0.9347725854880802
C000450,938,5,91239961,0,0,322313,0,0.24545424927490325
C000452,855,4,80288,26832137,0,0,0,-0.6291453684692124
C000454,649,1,595776324,0,0,0,0,0.7983739770765101
C000456,770,1,2070177,0,0,0,0,-1.2045523470752917
C000460,746,2,812889,31064091,0,0,0,1.0371732621868788
C000462,733,3,45958114,11779871,0,0,0,1.6911766453469852
C000464,792,2,18108470,0,0,0,0,1.038160638618142
C000465,798,1,2669623,408515,0,0,0,0.7772384018627627
C000466,859,6,5637477,0,0,0,1,0.47677604257791484
C000469,905,2,3911198,0,0,0,0,-0.37830961378093453
C000480,717,6,3909994,0,0,0,1,-0.7493909325033983
C000481,627,3,111343,0,0,0,0,-0.19855758614856817
C000483,777,2,220572,0,0,0,0,-0.07198919761214538
C000486,625,2,8431659,0,0,0,1,0.018802651362890527
C000487,806,4,865247,0,0,0,0,0.16530207163367558
C000491,841,1,2482350,132730754,247960,0,0,-0.52423668057485
C000493,735,4,184816,0,0,0,1,0.6358695425380203
C000494,744,5,14397748,18675676,0,0,1,-0.34306220086837896
C000496,817,1,52420926,2834236,0,0,0,1.5535139088952379
C000497,795,2,5455979,11270953,0,268701,1,-1.4022789238482953
C000498,734,4,170963891,11562681,0,130825,0,0.035703228389927316
C000499,711,4,9941068,0,0,0,0,0.7602334370161363
C000501,849,3,5917951,0,24367,0,0,0.12547294717256627
C000504,749,5,398889,0,0,0,0,0.5788281540267612
C000508,819,5,103739,8278701,0,0,0,-1.3813153477312257
C000510,846,3,1756518,0,0,0,0,0.0177708382293163
C000512,755,4,21349172,0,0,0,0,0.9403401247470592
C000514,798,6,35346545,12627760,0,0,0,0.20468707261977062
C000515,804,3,12790738,0,0,0,0,1.4048412638442915
C000516,816,1,62381644,0,150328,0,0,0.8556261773454974
C000518,520,1,1177779,0,0,0,2,1.5508200739717775
C000519,911,5,94082101,25550917,0,0,1,-0.46383541551661733
C000522,647,6,3790805,0,0,0,0,0.5677316901521832
C000524,557,6,3234707,1449230,0,0,0,0.7306640112086819
C000527,775,4,2018300,0,0,1112863,2,0.4270438016195307
C000528,884,6,5701668,0,0,0,1,-2.0223077971667625
C000529,742,6,160637710,0,367,61274,1,-0.35780508746132345
C000531,668,5,6284991,0,0,63906,0,-2.049094107146903
C000532,611,5,391181,7797481,103932,0,0,-1.0749513400268311
C000534,773,1,951788,10379474,82026,0,1,0.04291726188518824
C000535,710,6,82944739,0,0,0,0,-0.3032366925579748
C000536,900,1,6321006,0,0,0,2,-0.5314733382856907
C000538,728,5,9039225,22968977,0,0,1,-0.13580207424572882
C000539,941,6,13159225,32089145,0,576293,0,-1.5111295051385811
C000541,629,4,28026020,0,0,0,3,1.0300432195372708
C000542,694,1,2320402,3689513,0,601214,0,-2.4544388383308444
C000545,920,3,40217868,5639465,0,0,0,2.5668528079746
C000546,539,6,8762145,0,0,0,2,0.7975317621379939
C000547,726,6,8811728,0,0,0,0,0.2780328376420409
C000548,725,4,9935407,12875000,0,380903,0,0.8509737252519639
C000552,785,3,186372,9598607,0,0,0,-0.7968606005277722
C000553,644,4,10972464,442551,0,0,0,-0.1527986242534672
C000554,797,6,31043866,14588566,0,321303,0,1.0758831523686305
C000555,575,2,7318267,0,73116,0,0,-0.006383372381765201
C000556,510,3,777283,0,0,0,0,1.115161881537949
C000558,712,4,60278517,0,75673,842018,0,0.926802842409327
C000559,630,1,382072,13480345,13500,263279,0,-0.12108939322461362
C000560,537,4,1944482,0,0,0,0,-1.1165044635567158
C000561,800,2,261012,3269947,0,0,0,-2.1330971630903055
C000566,702,3,118412,7926231,0,263940,0,1.105241028585854
C000567,771,1,5768827,0,0,0,0,-1.7144094403758297
C000568,710,1,8774103,0,0,0,0,0.6800041088115786
C000569,667,5,1626102,0,0,0,0,0.6370931129504145
C000570,756,4,927898,9764488,0,0,0,-1.1007514407755734
C000571,772,2,92840564,0,0,1006422,0,-0.29252537354009256
C000572,743,6,34053634,0,51828,0,0,1.4608315270462937
C000575,911,1,2950248,23070342,0,0,0,0.11900968366350573
C000577,835,4,1076883,0,0,0,0,-2.314382296788867
C000578,645,6,3805148,885582,0,0,0,0.9318040701424152
C000580,722,4,2578038,0,0,0,1,0.5643081533220845
C000581,640,6,2104608,3853704,0,0,2,-0.4796232600908781
C000584,801,1,2799810,9135941,0,0,0,0.5310829459042302
C000585,974,5,39835568,184141978,0,0,1,-0.25740807240925634
C000588,659,1,3742391,14294704,0,0,0,1.1701205675183695
C000589,852,1,9793935,0,0,0,1,-0.3244950120292978
C000590,885,4,238534,5138113,0,0,0,1.7935505190746257
C000592,764,6,3335799,53418062,0,0,1,1.018074338481802
C000593,901,5,6917017,7366579,0,0,0,-1.1231647797955635
C000595,884,3,352127,371492,0,0,1,1.246624241595042
C000596,823,5,124209,0,0,219895,0,-1.8957803856858877
C000597,887,4,1172567,212337019,27744,0,0,-2.7447498133392014
C000598,594,1,40778774,100493698,0,72854,1,1.6125054698924712
C000600,857,1,237011,7330933,0,512869,0,0.2373450825323105
C000601,777,2,267373069,2421474,0,0,1,-1.0491420180839754
C000603,840,2,1060496,32998228,0,0,0,-0.7634359665609884
C000604,646,3,1652096,0,0,0,0,0.6379077962033658
C000606,830,6,1409198,0,0,0,0,1.5401501602253214
C000607,494,3,3029343,0,0,537636,0,0.7467606888110884
C000608,749,1,21429260,0,0,0,0,-1.5038620889526908
C000609,914,4,12078858,0,0,0,0,-0.0983158460968086
C000610,628,5,274392,0,0,0,1,-1.0400051238235435
C000611,729,6,319708,5336215,0,0,0,0.2547389760501436
C000614,874,4,1881570,0,0,434317,0,1.189112186929764
C000616,714,2,4864463,0,0,0,0,0.6626142142729459
C000618,731,2,42408837,36905189,0,0,1,-0.47719565003459585
C000620,766,6,6876301,197210138,95999,0,0,-0.4449651621922398
C000621,802,4,10404950,1706083,0,0,0,1.477350312790237
C000622,739,5,5349443,8971701,0,0,0,-1.8964886378320536
C000623,622,3,302651,34525877,0,0,0,-1.690529057789947
C000624,814,6,737411,7680679,1814,0,1,-1.2327324689163819
C000627,782,1,15125856,35417710,0,0,1,0.8541805665548453
C000632,740,6,837087,0,0,0,0,-0.34442858438271984
C000634,763,3,270977,0,0,0,1,0.2422345322510864
C000635,700,6,8228493,19693067,143759,1889394,0,0.7522839657549861
C000636,992,6,2841240,8123991,0,149463,1,-0.29384081448315863
C000637,615,1,454180,5885580,0,405573,0,-0.9628175959734779
C000638,602,4,4042324,21782856,20118,0,0,0.5387414629800873
C000639,776,5,373289,0,0,0,0,0.14143333243455375
C000640,710,1,307468,0,0,0,0,0.24165901685739286
C000641,624,6,1060817,44024187,0,0,1,0.11426918604620473
C000642,743,4,15310882,0,152501,0,0,2.1611562589110593
C000645,651,3,46112553,0,0,0,0,-2.0297412781727924
C000646,898,4,8659771,2148324,0,0,0,0.8120174982594511
C000649,497,5,71438210,873294,0,180009,2,0.08164743380595382
C000650,792,6,36805,0,0,274549,1,2.474441599926488
C000651,570,6,1269591,864947,0,0,0,-1.4033348420042229
C000655,656,2,9823198,19275817,0,0,0,-0.829155111973279
C000657,714,1,1410135,10715767,0,0,0,0.05458851681974819
C000658,568,3,5933743,0,0,0,0,0.8301745533699165
C000659,600,3,340534,0,0,1055274,0,-0.18125292357976752
C000660,886,5,4864101,0,0,0,2,-2.5337160582927085
C000661,871,5,909045,11105753,0,0,0,0.3720984502639453
C000662,798,4,8576376,0,22389,0,0,-0.01356321133770344
C000664,960,4,18744726,56086919,0,0,0,-1.8425724930218919
C000666,599,6,1085294,361484,0,196998,1,-2.2552909963693244
C000667,890,4,31330205,0,0,0,0,0.5435392651101708
C000668,784,2,482203,12015074,0,0,0,-1.6628799046173268
C000669,746,4,2013933,0,0,0,1,0.554269725921599
C000671,772,3,243489,0,216863,0,0,-0.4738758457761827
C000672,717,3,650403,0,0,539902,1,0.17385056112858158
C000679,623,5,5420340,25676250,0,0,1,-0.34308149742173477
C000683,693,2,5920436,65883114,0,0,0,-0.4260828176692897
C000684,636,6,374775,14032500,0,0,0,0.33625371137324456
C000685,665,2,10873961,1636318,0,0,0,-0.8696074747706642
C000687,674,1,300248,740779,189760,0,0,0.9745951131716234
C000688,682,2,236729,0,30638,22678,0,0.3364033368835381
C000692,974,5,1430818,0,36616,0,0,-0.991546140375758
C000693,798,2,121517,1483791,0,0,1,0.24986837252088365
C000694,648,3,2823686,0,0,0,0,-2.4275796229975657
C000695,571,1,11743594,0,0,0,0,0.07042306616276395
C000700,762,3,1548984,11141221,0,0,0,-1.7020135539822228
C000705,734,1,700660,1412505,0,0,0,0.00603841169960935
C000706,866,3,9325145,0,0,0,1,0.06565302782957932
C000707,748,6,456317,10094521,0,0,2,-1.3036441064404436
C000708,673,1,2832632,155631880,0,0,1,-1.7085361067762468
C000710,661,2,5412283,12533641,24995,0,1,0.07733783291092461
C000711,419,5,15540045,0,0,0,0,-1.8584697996692707
C000712,765,2,2042234,4802498,0,0,0,-0.7059763377921097
C000715,648,2,6084972,22465110,0,0,2,-0.31839646790473686
C000716,642,5,129287,2138472,0,0,0,0.110533781920785
C000718,719,4,4446405,0,0,1844417,1,0.2360242096962
C000720,895,1,1115778,0,0,0,0,-1.014843751383726
C000722,801,5,7080723,15561936,123083,0,0,0.40331228192976565
C000723,816,4,69439,0,0,0,0,-1.215981329300385
C000724,886,3,10114929,0,0,0,0,-1.25882610938844
C000726,627,5,4187137,5796129,0,185792,1,0.5772973822359365
C000727,680,5,74651,4996063,0,0,0,-0.15195956876879693
C000728,714,4,1254153,0,509033,0,1,-0.0891844563016079
C000729,737,1,319712,0,0,0,0,0.7624593910462737
C000732,755,1,2380644,20970192,0,0,0,0.692834019844172
C000733,842,5,2928324,0,0,402856,2,1.0197549400032826
C000734,636,4,9646351,5441398,0,0,1,1.5249667430740914
C000735,604,6,22358719,0,0,0,0,0.1557862467918438
C000736,772,1,655584,0,0,0,0,0.31934387980322143
C000737,905,1,44671703,873795,0,0,0,1.8415774699979404
C000738,783,3,256938,0,0,0,0,0.2757235941645896
C000739,820,5,26698185,2731446,0,0,0,-0.3408205262697198
C000740,719,6,1167562,0,0,0,0,-0.6444893572624414
C000741,941,2,5625628,9136175,0,0,1,-0.18023212996540797
C000742,669,2,18446752,0,0,0,1,-0.6485396542473811
C000743,490,2,14533425,29043102,0,268523,1,0.49436671492996065
C000744,863,3,359336,0,0,0,0,0.39806092127426496
C000745,609,6,8034965,22754368,0,0,0,-1.2583432312816265
